date,text,label
2025-05-12,"this disparity highlights the impact of population size on per capita figures, even when total reserves are high. but it might also be contradicted by the widespread view among gold-market analysts that beijing is most likely growing its gold holdings faster than it reports in public, cutting its exposure to the dollar and other us assets in favor of bullion. switzerland switzerland remains a global outlier when it comes to per capita gold, with 1,039.9 tonnes of gold reserves shared among just 8.8 million people. this results in an impressive 118.2 grams per person, by far the highest gold-per-head ratio in the world. despite a referendum in 1999 voting to end the franc's formal gold-backing in law, the swiss national bank’s commitment to maintaining large reserves of bullion reflects switzerland’s historic role as a haven of financial security and independence. india india’s gold reserves rose significantly from 635.0 to 876.2 tonnes over the past half decade, a 38% increase in just five years. however, with a population of more than 1.43 billion, this results in just 0.6 grams of gold per person. while the per capita figure is small, the growth in reserves signals the indian authorities' recognition of gold’s role in supporting national economic resilience and diversifying financial assets. that appeal is already well-known by india's private households, the 2nd largest buyers of the precious metal behind china's household sector.",0
2025-05-12,"japan japan’s gold reserves increased to 846.0 tonnes by the end of 2024, up from 765.2 in 2019. with a population around 123.3 million, that gives the country a modest 6.9 grams of gold per capita. while not among the highest, this figure reflects japan’s cautious and balanced approach to reserves management, with gold playing a supporting role alongside foreign currencies and other assets. netherlands the netherlands maintained its gold holdings at 612.5 tonnes as of new year 2025, nudging the central bank of turkey out of the top 10 on bullionvault's analysis because, on its reported figures, ankara counts a large portion of turkey's commercial bank gold holdings among its sovereign reserves. with a population of about 17.6 million, the netherlands shows a healthy 34.8 grams of gold per capita, placing it among europe’s more robust gold-per-head nations. as with switzerland, the consistency of its reserves reflects a long-standing national strategy focused on fiscal conservatism and stability. who is buying the most gold among central banks and why? at the start of the 21st century, all of the top 10 central bank gold nations were 'legacy' holders, sitting on massive reserves built during or in the years following world war two. led then as now by the united states, eight of those year 2000 giants were in western europe, and the other was japan. whereas today, russia comes in 5th place, with china in 6th and india in 8th.",0
2025-05-12,"in fact, turkey would be in 10th position, ahead of the netherlands, if we counted commercial-bank gold holdings − needed to back their customers' gold investment accounts − as part of its sovereign-state reserves like the central bank in ankara does on its official data. what changed to drive this surge of non-western gold buying? first came the early 2000s' rush of globalization. it poured western consumers' cash into emerging-market nations' central-bank reserves, buying gas and crude oil from russia plus manufactured goods from china and india. it also coincided with ill-advised gold bullion sales by many western nations, made at what proved to be the eve of gold's dramatic 21st century gains to date. then, around 2010, the us and european financial crisis saw emerging-market central banks buy gold to spread their portfolio risk away from the dollar. that move has since continued, but with a sharp geopolitical edge, since russia was hit by western financial sanctions over its invasions of ukraine, first annexing the region of crimea in 2014 and then attempting to take the whole country since 2022. that has seen demand to buy gold for national central bank reserves spread among many smaller nations. because washington and brussels have, in the eyes of many, chosen to 'weaponize' their currencies as a tool of geopolitical control. gold, in contrast, is no one's to control through bank clearing systems or outright default.",0
2025-05-12,"so it shines as a way of diversifying exposure to the dollar, to the euro, and to the political actions of western governments. china the world's 7th largest economy in us dollar terms in 1999, china jumped to 3rd place on the gdp league table within 10 years and then overtook japan, closing the gap with world no.1 economy the usa to less than 50% by 2014 and then to barely 30% last year. driving that economic growth, china has built a giant manufacturing sector and earns a huge trade surplus against the rest of the world. today it ships out over 14% of all merchandise exports by value, but it buys less than 11% of global imports. to pay for the gap, other countries – led by the usa – must send huge quantities of currency to china to get the goods that they want. that has enabled the central bank in beijing to build massive reserves of foreign currency and bonds, led by the us dollar. china's fx reserves at the people's bank are so huge, its massive gold holdings still accounted for just 5.5% of the total in us dollar terms at new year 2025. but that ratio has more than doubled over the past 20 years as beijing more than tripled the weight of its gold bullion reserves to reach more than 2,270 tonnes on the official data. that makes china the 6th largest national gold holder, with analysts believing that the vast bulk if not all of its gold is stored domestically. but do those figures understate china's true bullion reserves?",0
2025-05-12,"many analysts believe china's national gold bullion holdings are larger than the reported total, perhaps twice the size if you compare the country's visible private-sector demand against its gold mining output and bullion imports. the excess supply must have gone somewhere, and the people's bank has in the past kept the changes in its gold holdings a secret, suddenly announcing huge increases in its gold reserves. india for a country with such a deep and famous love for gold, india began the 21st century very shy about buying any gold for its central-bank reserves. but looking to diversify its foreign-exchange reserves as economic growth in the world's most populous nation accelerated, the reserve bank of india in late 2009 bought a massive 200 tonnes of gold from the international monetary fund. india's 2009 gold purchase was the largest increase in its national gold holdings on record. it cost the central bank $1045 per troy ounce, then the highest gold price ever. the very same level then became the final floor for the gold prices when the market slumped in 2012-2015. perhaps that proves – as several analysts had noted – that the staff at india's central bank really do know a thing or two about gold. after the 2009 purchase of imf gold, the rbi kept its record-large gold reserves unchanged for 8 years, focusing instead on trying to boost the rupee's exchange-rate value while building its holdings of us dollars and other foreign currencies.",0
2025-05-12,"indeed, there was discussion about selling or lending some of india's gold to help the central bank defend the rupee, something it had done two decades earlier. but the officials in mumbai then began to buy gold regularly from the end of 2017, adding almost 320 tonnes since then to take the reserve bank of india's total reported bullion reserves to the 8th largest worldwide among national central banks. over 27% of the total has been added in the past 5 years alone, as our table shows. what's more, india has recently joined another key central-bank gold trend – repatriating some of its gold reserves from abroad, and keeping more of its bullion at home. more on this geopolitical trend and the reasons behind it below. poland trailing the monster gold buyers of china, india and russia, three members of the european union have also shown strong appetite for central-bank gold reserves over the past five years, led by poland. while some of warsaw's gold buying appeared politically motivated under the right-wing law and justice party (pis), poland's gold purchases have continued since they lost power in 2023, adding another 89.5 tonnes last year alone. hungary and the czech republic have meanwhile more than doubled their gold reserves since the start of 2020, eve of the global covid pandemic. like poland, they are due to join the single euro currency at some stage. but for now, they continue choosing the safety of gold bullion as a key monetary reserve.",0
2025-05-12,"countries doubling their gold reserves other countries doubling the weight of their gold reserves since the end of 2019 include georgia and kyrgyzstan in eastern europe, major african gold-mining nation ghana, eu and euro member ireland (albeit to only 12.0 tonnes), plus middle east states the united arab emirates and qatar. russia as with china, the central bank of russia is believed to keep all its gold bullion domestically, rather than holding much if any abroad. also like china, there's debate over the true size of russia's government gold holdings. but on the central bank's official data, moscow now holds the world's 5th largest national gold hoard after choosing to buy almost 2,000 tonnes for its reserves over the last 20 years. that gold-buying spree took off as the price of oil and gas – which make up half of russia's total exports and account for almost 1/5th of its entire economic output – began rising in the 'commodity supercycle' of the early 2000s. boosting russia's gdp as well as moscow's tax revenues, the country's trade surplus with the rest of the world also spurred a jump in the central bank's reserves of foreign currency, most of all the us dollar. at the same time, vladmir putin – then as now president of russia – called for the central bank of russia (cbr) to increase gold's share in its foreign-exchange reserves, and he also called for greater investment into russia's gold-mining industry.",0
2025-05-12,"the country has since moved from 5th position to no.2 among the largest producer nations, almost doubling its annual gold mine output by weight. as a major supplier to the global bullion market, russia's gold miners hit a big problem when western sanctions hit the country's banking sector after its invasion and annexation of ukraine's crimea region in 2014. those us and eu sanctions meant russia's gold miners couldn't easily access the international market to sell their output. so after reporting no sales and only purchases between 2007 and 2012, the central bank of russia accelerated its relentless campaign of gold buying in 2014-2018, paying domestic mining companies with rubles to buy 80% of their output. russia's huge gold accumulation means that it accounted for more than one-third of all national central-bank gold buying worldwide since 2004. but moscow's dominance has slipped, sinking below 4% of the sector's net demand over the last 5 years while china accounted for 20% and india 14%, with poland and turkey both on 13%. first, that's because other countries began buying gold during the western financial crisis of the late 2000s. russia's accumulation then slowed because of the 2020 covid crisis, when the plunging price of crude oil hit moscow's tax revenues and forced the ruble's foreign exchange rate lower.",0
2025-05-12,"thirdly, moscow's war on ukraine then hit the russian state's finances and international liquidity reserves as the us, uk and eu authorities have tried to lock it out of the global financial system. the cbr initially said it wouldn't buy any domestic gold output, but it relented as western sanctions hit both russia's mining industry and its own ability to grow its reserves of non-ruble assets. why do central banks buy and hold so much gold? ""gold,"" says a research paper co-written by monetary historian barry eichengreen in 2023 and published by the imf, ""appeals to central-bank reserve managers as a safe haven in periods of economic, financial and geopolitical volatility."" because those stresses have worsened so far in the 21st century, gold's appeal has only grown for many central-bank buyers, as you can see on this interactive table (click the column headings to sort the table). overall, the total quantity of gold held in national central-bank reserves has increased almost 19% by weight over the past 20 years – and it has jumped 7-fold in us dollar value to $2.5 trillion – led by russia, china, india, turkey and uzbekistan. how much gold does the uk have? the uk held 310.3 tonnes of gold at the end of 2024, unchanged from 2 decades before, when it ended a heavy gold-selling program which coincided with the bottom of the precious metal's long bear market.",0
2025-05-12,"with a population of approximately 67.7 million, this works out to just 4.6 grams of gold per person, a relatively low figure when measured against other leading western nations. despite the modest reserve size, the uk's gold is securely managed by the bank of england and plays a supporting role in the country’s foreign reserves portfolio. why are uk gold reserves low? the united kingdom’s low gold reserves can largely be traced back to that controversial decision made between 1999 and 2002 when the uk government sold more than half of its gold holdings at historically low prices. instead of accumulating gold, the uk has focused its reserve strategy on a diversified basket of foreign currencies and other financial assets, viewing gold more as a hedge than a primary store of value. uses of gold faqs what is gold used for in jewelry? gold has been used in jewelry for thousands of years primarily due to its appearance and natural lustre that doesn’t diminish over time due to gold’s inertness and resistance to tarnishing. pure gold is relatively soft and easy to craft into delicate and intricate pieces and can also be combined or alloyed with different metals to change its colour and hardness. what is investment grade gold? the global wholesale gold investment market, centred in london deals in the london good delivery gold bullion bar. this london good delivery bar weighs 400 troy ounces - about 12.4 kilograms - and is about eleven inches long.",0
2025-05-12,"it is stamped on the top (the larger face) with the manufacturer's name, the weight, and the assayed purity. the minimum specified fineness must be 99.5% pure gold, but improvements in the refining process mean that good delivery bars now reach 99.99% purity or higher. is gold jewelry subject to vat? in the uk gold jewelry is subject to value added tax (vat) at the standard rate of 20%. in the uk gold jewelry is considered a consumer good much like a mobile phone or tv. however, investment grade gold bullion in the form of london good delivery bars or investment grade coins and small bars can be bought and sold free of vat. what percentage of gold is used for investing? since 2010 the percentage of gold used for investing has averaged 29%. 2013 saw the lowest investment percentage at 18% and in 2020 during the covid pandemic the percentage of investment gold peaked at 49%. if you include central banks reserves as gold investment of sorts, then between 2022 and 2024 this reached 23% of gold demand. what percentage of gold is used for technology? between 2010 and 2024 the percentage of gold used in technology has averaged 8% with little variation over the past decade. in comparison over the past 15 years gold used in jewelry has accounted for 50% of total gold demand. central bank gold reserves",0
2025-05-12,"when tariffs do good article:today's us underinvests and overconsumes... with so much attention focused on us stock markets, it seems timely to pivot away from stocks for the moment and consider the global perspective, writes jim rickards in the daily reckoning. globalization may be dying in terms of trade and supply chains, but financial markets are inextricably linked in ways that relatively few understand. the dollar still dominates the global financial system despite the cracks in the foundation and the valid criticisms. if there's a dollar problem in eurodollar banks, it's sure to echo from tokyo to shanghai and new york. and problems in those locales affect everything else. i continually urge people to get away from their desks, stop staring at screens and go out and talk to real people. there's no substitute for walking the streets around the world (including the poorest areas) if you really want to know what's going on. i've just returned from separate visits to india, japan and jekyll island, georgia. india has the largest population in the world, has the fifth largest economy, is a nuclear power and a key member of brics. japan is the fourth largest economy in the world and is a key geopolitical ally of the united states in its faceoff with china. jekyll island is a lovely ocean resort but is best known as the site of a secret meeting in 1910 where the morgan, rockefeller and warburg interests dreamed up the federal reserve system.",2
